activity;['dövüşmek', 'kavga etmek', 'mücadele'];Fiziksel bir mücadele yapmak.
activity;['performans', 'gösteri', 'gerçekleştirmek', 'halka sunum'];Topluluk önünde birisinin müzik çalması veya bir eseri, işi, beceriyi ortaya koyması.
activity;['kapanış', 'veda', 'valedictory adresi', 'valedictory oration'];Bir mektup veya diğer yazılı iletiyi sonlandırırken kullanılan geleneksel nezaket ifadesi.
activity;['hüküm', 'kazâ', 'yargı', 'karar', 'cümle', 'mahkumiyet', 'hapis cezası', 'mahkum', 'mahkumiyet kararı'];Bir adli davadaki ihtilafı çözümleyen ve tarafların hak ve yükümlülüklerini belirleyen, davanın görüldüğü mahkemenin aldığı resmi ve esas karar.
activity;['satranç', 'santranç', 'satranc', 'satrancın kökeni', 'satranç hakkında', 'satranç nasıl oynanır', 'satranç oyunu'];Her oyuncunun onaltı taş ile oyuna başladığı, bu taşların belli kurallara göre bir tahta üzerinde sıra ile oynatıldığı ve amacın karşı tarafın şahını almak olduğu, iki oyuncu ile oynanan bir masa oynu.
activity;['bilgisayar oyunları', 'bilgisayar oyunu', 'video oyunu', 'hayat', 'video oyun', 'video oyunları', 'bilgisayar ve video oyun endüstrisi', 'bilgisayar ve video oyunları', 'pc oyunları', 'vidyo oyunu', 'pc oyun', 'elektronik eğlence', 'interaktif oyun', 'kişisel bilgisayar oyunları', 'kişisel bilgisayar oyunu'];Oyuncunun hata sonucu kayebedileceği, oynama haklarından bir tanesi.
activity;['konser', 'gösteri', 'performans', 'müzik konserleri', 'müzik konseri', 'canlı konser', 'canlı müzik', 'konser turnesi'];Topluluk önünde birisinin müzik çalması veya bir eseri, işi, beceriyi ortaya koyması.
activity;['iş', 'çalışma', 'sıkıcı iş'];Yapılacak, bitirilecek bir şey.
activity;['alaka', 'umur', 'eğlence'];Kişinin iyi hâline veya mutluluğuna etki eden.
activity;['isyan', 'ayaklanma', 'başkaldırı', 'başkaldırma', 'kalkışma'];Oturmuş bir güce veya keyfi bir otoriteye toplu hâlde karşı çıkma.
activity;['poker', 'bilgisayarda poker', 'poker oyuncusu', 'poker oyunu'];Bir ıskambil kartı oynu. her oyuncu kendi için para koyar ve oynar, diğer oyunculara kıyasla kartların sırası ve bileşimlerine bağlı olarak kazanan oyuncu belirlenir.
activity;['himaye', 'koruma'];Nazik destek ve yönlendirme.
activity;['isyan', 'ayaklanma', 'başkaldırma', 'başkaldırı', 'başkaldırış', 'halk ayaklanmasının', 'isyancılar', 'isyanı'];Oturmuş bir güce veya keyfi bir otoriteye toplu hâlde karşı çıkma.
activity;['kar', 'kar yağışı', 'kar örtüsü', 'kar örtüsünün'];En sık görülen donmuş su yapışı. yıldız şekilli kristaller veya bunların kümeleri şeklinde olur.
activity;['dolu', 'dolu nasıl oluşur', 'ateşli', 'dolu fırtınası'];Buzdan toplar veya yumrular şeklinde yağış.
activity;['mübayaa', 'satın alma', 'satın alım'];Para veya dengi bir araç ile bir şeyin elde edilmesi veya bunun eylemi.
activity;['itme'];Bir cismin, uygulandığı tarafın aksi yönünde hareket etmesine neden olan kuvvet.
activity;['yeni terim', 'neolojizmler', 'siyasi terimdir'];Yakın zamanda türetilmiş bir kelime veya terim.
activity;['cer', 'çekme'];Hareket gücü ile bir nesneyi bir yüzey üzerinde çekmek işi.
activity;['ceza', 'ceza uygulaması', 'cezai', 'cezalandırma', 'cezalandırmak', 'cezalandırılmasına'];Uygun sayılmayan bir davranış için bir kişi veya gruba arzu edilmeyen bir durum empoze etmek.
activity;['kiralama', 'kiralama kullanılmıştır'];Malsahibi tarafından bir şeyin kullanımını belli bir süre için, belli bir para karşılığında bir başkasına aktarmak.
activity;['orta boy', 'ciltçilik', '12mo', 'kitap ciltleme'];Orta boy kağıda karşılık gelen bir kitap boyutu.
activity;['kazâ', 'yargı', 'eleştiri', 'yargı kararı'];Bir adli davadaki ihtilafı çözümleyen ve tarafların hak ve yükümlülüklerini belirleyen, davanın görüldüğü mahkemenin aldığı resmi ve esas karar.
activity;['himaye', 'koruma', 'ticaret koruma'];Yabancı rakiplere karşı uygulanan, onların yerli üreticilerle rekabet yeteneğini sınırlayan kısıtlamalar.
activity;['iş', 'istihdam'];Karşılığında birisin düzenli olarak para aldığı üretim, hizmet veya ticaret faaliyeti.
activity;['iş', 'i̇ş', 'meslek', 'çalışma', 'iş hat'];Karşılığında birisin düzenli olarak para aldığı üretim, hizmet veya ticaret faaliyeti.
activity;['perakende satış', 'perakendecilik', 'dükkan', 'dükkân', 'mağaza', 'perakende', 'özel mağazalar', 'oyuncak dükkanında', 'oyuncak mağazası', 'perakende iş', 'perakende sektöründe', 'perakende ticaret', 'perakende çıkış', 'perakendeciler'];Mallarin tüketiciye küçük sayıda ve doğrudan satılması.
activity;['çisenti', 'serpinti', 'çilenti', 'çiskin', 'çiseleme', 'mizzle'];İnce yağan hafif yağmur.
activity;['yağmur', 'yağış', 'baran', 'yagmur', 'yağmur nasıl oluşur', 'yağmur fırtına', 'yağmur fırtınası', 'yağış miktarı'];0.5 milimetreden büyük su damlaları şeklinde olan yağış.
agentive-figure;['ilaç firması', 'ilaç endüstrisi', 'ilaç sanayii', 'ilaç sanayisi', 'ilaç şirketi', 'pharma'];İlaç imalatına yönelik faaliyet.
agentive-figure;['çıkar grupları', 'çıkar grubu', 'lobi', 'baskı grupları', 'lobici gruplar', 'baskı grubu', 'lobi grubu', 'lobi grupları', 'savunma grubu', 'savunma grupları', 'üçüncü evin'];Kamu görevlilerini etkilemeye veya onlara baskı yapmaya çalışan kişiler sınıfı veya grubu. toplu olarak, lobiciler.
agentive-figure;['yönetim kurulu', 'yönetim kurulu odası', 'gölge yönetmen olsun', 'kurumsal yönetim kurulu', 'kurumsal yönetmen', 'müdürlük', 'yönetim kurulu üyesi', 'şirket müdürü'];Bir şirketin yönetim kurulunun toplandığı oda.
agentive-figure;['devlet', 'egemen devlet', 'ulus', 'mülk', 'toprak', 'ülke', 'millet', 'modern devlet', 'devlet kurumu', 'res publica', 'ulusal'];Bir coğrafi alan üzerinde egemenlik sahibi olan bir politik varlık.
agentive-figure;['devlet', 'egemen devlet', 'ulus', 'mülk', 'toprak', 'ülke', 'millet', 'modern devlet', 'devlet kurumu', 'res publica', 'ulusal'];Bir devletin kontrolü altında olan coğrafi alan.
agentive-figure;['yahudilik', 'i̇branilik', 'i̇srail dini', 'musevilik', 'musevîlik', 'yahudi', 'musevi geleneği', 'yahudi ailenin', 'yahudi cemaati', 'yahudi din'];Kökeni eski Orta-Doğu'nun İbrani halklarına dayanan, onların dinî yazıtları olan Tevrat ve Eski Ahit'te belgelenmiş bir din.
agentive-figure;['i̇slam', 'i̇slam dini', 'islam', 'i̇slamlık', 'muhammedîlik', 'i̇slam dîni', 'i̇slâm dini', 'i̇slâm dîni', 'müslümanlık', 'muhammedizm', 'islamiyet', 'islâm', 'islâmiyet', 'i̇slam inancı', 'i̇slami', 'i̇slamiyet', 'i̇slamiyetin doğuşu', 'i̇slamiyetlik', 'i̇slamî', 'i̇slâm', 'i̇slâmiyet', 'i̇slâmî', 'muhammedilik', 'neo islam', 'islamcılar', 'islamcılık', 'islami', "militan islam'ın", 'muhammadanism'];Peygamber Muhammed'in öğretileri üzerine kurulmuş din.
agentive-figure;['askeriye', 'silahlı kuvvetler', 'askeri', 'silâhlı kuvvetler', 'askerî', 'silahlı hizmetler', 'askeri makinesi', 'askeri şube', 'savaş makinesi', 'silahlı direniş', 'silahlı kuvvet'];Bir devletin askeri birimleri, genelde operasyon ortamlarına göre bölünür, ordu, deniz kuvvetleri, hava kuvvetleri gibi.
agentive-physical-object;['dizüstü bilgisayar', 'dizüstü', 'diz üstü bilgisayar', 'laptop', 'notebook', 'dizüstü bilgisayarlar'];Kişinin kucağında kullanılabilecek kadar küçük ve hafif olan bir bilgisayar.
agentive-physical-object;['hayvan', 'animalia', 'hayvanlar', 'animal', 'hayvanlar âlemi', 'hayvanların sınıflandırılması', 'epifauna', 'epifaunal', 'fauna', 'infauna', "metazoan'da", 'olmanın animasyon', 'yaratık'];İstemli hareket edebilen, selülozsuz bir hücre duvarı olan, uyarılara hzlı tepki vermelerini sağlayan özelleşmiş duyu organları olan, bitki ve diğer hayvanlar gibi karmaşık organik maddeleri yiyebilen, tüm canlı organizmalar.
agentive-physical-object;['köpek', 'canis lupus familiaris', 'köpekler', 'ev köpeği', 'i̇t', 'kuçu kuçu', 'canis familiaris', 'familiaris', 'yerli köpek'];Çoğu zaman Avcılık veya bekçilik için kullanılan, köpekgiller familyasından dört ayaklı evcil hayvan.
agentive-physical-object;['çiçek', 'çiçekler', '✿'];Kapalı tohumlu bir bitkinin üreme organı. çanak ve taç yapraklarla çevrili stamen ve karpellerden oluşur, bunların tümü bir tabla üzerindedir.
agentive-physical-object;['dizüstü bilgisayar', 'dizüstü'];Kişinin kucağında kullanılabilecek kadar küçük ve hafif olan bir bilgisayar.
agentive-physical-object;['kadın', 'dişi', 'bayan', 'dişi bitki', 'dişi canlı', 'dişi hayvan', 'dişi yaratık', '♀', 'dişilik'];Yumurta üreten ve çocuk doğurabilen cinsiyetten bir yetişkin insan.
agentive-physical-object;['dölüt', 'fetus', 'cenin', 'fötüs', 'rüşeym', 'fetal', 'fetüs'];Gelişiminin ileri aşamalarında olan, yetişkin hayvanın başlıca yapılarına gösteren, doğmamış, veya yumurtadan çıkmamış bir omurgalı.
