activity;['poklade', 'karneval', 'fašnik', 'maškara', 'maškare', 'mesopust'];običaj
activity;['film', 'filmska umjetnost', 'igrani film', 'pokretne slike', 'filmova', 'kazališni film', 'kinopredstava', 'kreće sliku', 'motion-picture', 'motion-picture serija', 'motion picture', 'useljenje kinopredstava', 'veliki ekran', 'veliki filmski'];Niz slika koje daju dojam pokreta
activity;['šah', 'šahist', 'igra šah'];Igra
activity;['mistral', 'maestral'];Vjetar u Francuskoj
activity;['rock', 'rok', 'rock n roll', "rock'n'roll", 'rock and roll', 'rock glazba', "rock 'n' roll", 'rock-glazba', "rock n' roll", 'rock-and-roll', "rock'n roll", 'rock-n-roll', 'rock roll', 'rock glazbe', 'rock glazbenik'];Žanr popularne glazbe nastao 1950-ih godina u SAD-u
activity;['korejski rat'];Sukob na Korejskom poluotoku, dio Hladnog rata
activity;['drugi svjetski rat', 'world war ii', '2. svjetski rat', '2.svjetski rat', 'ii. svjetski rat', '2. svjetskog rata', 'nacističke okupacije'];Globalni oružani sukob
activity;['prvi svjetski rat', '1. svjetski rat', 'i. svjetski rat', 'rat za kraj rata', 'svjetskog rata 1', 'veliki rat'];Globalni oružani sukob
activity;['sport', 'atletika', 'šport', 'športaš', 'športašica', 'športsko društvo', 'sportski događaj'];skup natjecateljskih aktivnosti, najčešće fizičkih
activity;['križarski ratovi', 'križarski rat', 'posljedice križarskih ratova'];Opsada Antiohije za Prvoga križarskoga rata(srednjovjekovna slika)
activity;['rasizam', 'rasist', 'rasna diskriminacija', 'rasizma', 'rasne diskriminacije', 'etničke diskriminacije', 'rasne nadmoći', 'rasne predrasude', 'rasne pristranosti'];Diskriminacija na temelju boje kože ili etničke pripadnosti
activity;['monetizacija', 'ostvaruju', 'zarađivanje'];Razdvojba na Wikimediji
activity;['elektrokucija', 'struja', 'strujnog udara'];Izvođenje smrtne kazne električnom strujom
activity;['ispitivanje', 'saslušanje', 'interrogatories', 'ispitan', 'ispitivati', 'ispitivač', 'upitni'];Razdvojbena stranica na Wikimediji
activity;['planiranje obitelji', 'kontracepcija', 'kontrola rađanja', 'kontracepcijska sredstva', 'kontrola plodnosti', 'planiranja obitelji', 'rođenje prevencija'];metode sprječavanja ljudske trudnoće
activity;['knjigovodstvo', 'računovodstvo', 'clerking', 'knjigovodstva', 'računovodstveni referent'];Je sustav koji na temelju dokazivih isprava prati gospodarske procese i financijske tokove te vremenskim slijedom sustavno bilježi u poslovne knjige
activity;['dramaturgija', 'kazalište', 'kazališta', 'teatar', 'kazališne umjetnosti', 'dječje kazalište', 'dramatike', 'dramatična umjetnost', 'dramaturgije', 'gluma', 'kazališni tvrtka', 'live kazalište', 'teatrologiju', 'zabavna događanja'];Scenski prikaz umjetničke komunikacije između aktera (glumaca) i publike
activity;['turizam', 'turist', 'turisti', 'atrakcija', 'masovnog turizma', 'međunarodna putovanja', 'razgledavanje', 'touristry', 'turiste'];Skup odnosa i pojava koje proizlaze iz putovanja i boravka posjetitelja nekog mjesta
activity;['premijer ujedinjenog kraljevstva', 'predsjednici vlade ujedinjenog kraljevstva', 'premijer'];Politički vođa Ujedinjenog Kraljevstva
activity;['francuska revolucija'];Društvena i politička revolucija u Francuskoj koja je trajala od 1789. do 1798. g.
activity;['ultrazvuk', 'medicinski ultrazvuk', 'ultrasonografija', 'medicinski uzv', 'ehosonografija', 'kolor dopler', 'sonografija', 'doppler ultrazvuk', 'ehografija', 'ultrazvučni val'];zvučni valovi kojima je frekvencija veća od gornje granice osjetljivosti čovječjeg uha
agentive-figure;['društvo kapitala', 'društvo s ograničenom odgovornošću', 'ltd', 'dionička društva', 'ld.', 'privatna tvrtka ograničen dionica'];razdvojba na Wikimediji
agentive-figure;['houri'];popis na Wikimediji
